company,year,award_category,size_category,company_id
One Earth Designs,2016,Overall; Environment,0 Employees,001C0000012Gug4IAC
Transformation Development Partnership llp,2016,Customers,0 Employees,001C000001LO2w2IAD
Cultivating Capital,2016,Environment,0 Employees,001C000000u4UL5IAM
Ned Schaub Consulting -- Social Change Strategy,2016,Overall; Customers,0 Employees,001C000000xBJFkIAO
"Good Tech America, LLC",2016,Overall; Customers,0 Employees,001C0000018OQBGIA4
EcoInnovate,2016,Environment,0 Employees,001C000001Q2oCCIAZ
BL évolution,2022,Workers,1-9 Employees,001C000001YHERgIAP
Be Your Essence S.r.l. - SB,2022,Governance,1-9 Employees,0013b00001qHw61AAC
Buckle & Seam,2022,Community,1-9 Employees,001C000001k9x15IAA
CONQUERYOURDAY SAS,2022,Workers,1-9 Employees,0013b00001rGD9SAAW
Citizen Capital Partenaires,2022,Customers,1-9 Employees,001C000001P70yYIAR
CleanGreens Solutions SA,2022,Environment,1-9 Employees,0013b00001nF6LrAAK
Coconut Ventures SL,2022,Community,1-9 Employees,0013b00001uMv7PAAS
Concept Zero,2022,Community,1-9 Employees,0013b00001qp3rMAAQ
CrushON,2022,Workers; Governance,1-9 Employees,0013b00001uNiYlAAK
Dear Denier,2022,Environment,1-9 Employees,0013b00001uMzDaAAK
ENGIE Rassembleurs d'Energies,2022,Customers,1-9 Employees,001C000001iyYEYIA2
Ekodev,2022,Workers,1-9 Employees,001C000001Q35gfIAB
Endless S.R.L. S.B.,2022,Governance,1-9 Employees,0013b00001tA848AAC
Eurekon B.V.,2022,Workers,1-9 Employees,0013b00001srUnTAAU
Eutopia,2022,Customers,1-9 Employees,0013b00001p2gYJAAY
AlmaNatura Social SL,2022,Community; Customers; Governance,1-9 Employees,001C0000018QJQsIAO
Foncière Chênelet,2022,Environment,1-9 Employees,001C000001afHXDIA2
Generøs,2022,Community,1-9 Employees,001C000001ciR6VIAU
Goldmann & Partners Srl SB,2022,Environment; Governance,1-9 Employees,001C000001Xf9K9IAJ
Goodpoint srl SB,2022,Customers; Governance,1-9 Employees,001C000001UifJaIAJ
GreenBig,2022,Environment,1-9 Employees,0013b00001rGs9zAAC
Greentom,2022,Environment,1-9 Employees,0013b00001vO7AmAAK
HELIOZ,2022,Customers,1-9 Employees,001C000001SHSAeIAP
Investir&+,2022,Customers; Governance,1-9 Employees,001C000001R1u7jIAB
KAMPOS,2022,Community; Environment,1-9 Employees,0013b00001uNw6kAAC
LUM Transition by LouerUnManager,2022,Governance,1-9 Employees,0013b00001p3QISAA2
La Maison Creative Direction,2022,Governance,1-9 Employees,0013b00001qois4AAA
Lukevent AG,2022,Governance,1-9 Employees,0013b00001ooXE3AAM
MUD Jeans International,2022,Environment,1-9 Employees,001C000001DyiNIIAZ
MySezame,2022,Workers; Governance,1-9 Employees,001C000001gfJ8rIAE
OPERARI S.R.L. SOCIETA BENEFIT,2022,Governance,1-9 Employees,0013b00001rFykOAAS
Organic Cotton Colours,2022,Environment,1-9 Employees,0013b00001qpFcFAAU
Physee,2022,Environment,1-9 Employees,001C000001ci9nTIAQ
Pymwymic,2022,Customers; Governance,1-9 Employees,001C0000014yrotIAA
Ramborn Cider Co.,2022,Environment,1-9 Employees,0013b00001p1zFwAAI
Roots for Sustainability (R4S),2022,Customers,1-9 Employees,001C000001Gfj5rIAB
RAZ Finance,2022,Workers,1-9 Employees,001C000001lN08yIAC
Rubio Fund Management BV,2022,Customers,1-9 Employees,0013b00001ooRIjAAM
SQUIZ,2022,Community,1-9 Employees,001C000001P5yVtIAJ
Santa Francesca Cabrini srl - Società Benefit,2022,Customers,1-9 Employees,001C000001c9SWpIAM
Semtrio 2021,2022,Workers,1-9 Employees,0013b00001qEzAxAAK
SmartHelio,2022,Environment,1-9 Employees,0013b00001tAPb9AAG
StreetwiZe,2022,Community; Governance,1-9 Employees,001C000001UjIvfIAF
Studioneves,2022,Environment,1-9 Employees,0013b00001u7WQoAAM
TAKT A/S,2022,Environment,1-9 Employees,0013b00001qF4gKAAS
Tapio,2022,Governance,1-9 Employees,0013b00001u8f0YAAQ
Visualfy,2022,Customers,1-9 Employees,001C000001Ys7flIAB
Watalux,2022,Customers,1-9 Employees,001C000001ghyZVIAY
Perrini® Organic Wine in Natural Farm,2022,Environment,1-9 Employees,0013b00001rFI2rAAG
eXplorins,2022,Governance,1-9 Employees,0013b00001rFF7jAAG
goood mobile Holding GmbH,2022,Community,1-9 Employees,001C000001itPRlIAM
green future project,2022,Governance,1-9 Employees,0013b00001txEyEAAU
rotterzwam,2022,Environment,1-9 Employees,0013b00001vACE3AAO
zeroCO2,2022,Governance,1-9 Employees,001C000001iDU23IAG
MOVIN,2021,Environment,1-9 Employees,001C000001Q4zAEIAZ
Griswold and Griswold Insurance Agency,2021,Workers,1-9 Employees,001C000000v9xTCIAY
Sustainable Law Group Inc.,2021,Community; Governance,1-9 Employees,001C00000140ERAIA2
Iroquois Valley Farmland REIT,2021,Governance,1-9 Employees,001C000000zjvMWIAY
Emzingo,2021,Customers,1-9 Employees,001C000001HXffeIAD
Better Way Designs,2021,Community,1-9 Employees,001C000000xCDjAIAW
Kent Employment Law,2021,Workers,1-9 Employees,001C000001F8BfEIAV
Emdash,2021,Workers,1-9 Employees,001C000001NNqw0IAD
Little Yellow Bird,2021,Community,1-9 Employees,001C000001Q4d4aIAB
Start Broadband,2021,Community,1-9 Employees,001C000001gji1pIAA
Nutricare Holdings Limited,2021,Environment,1-9 Employees,001C000001iEdKkIAK
Your Call Whistleblowing Solutions,2021,Customers,1-9 Employees,001C000001HHOV9IAP
The Farm,2021,Environment,1-9 Employees,001C000001iuah4IAA
Verdecon,2021,Environment,1-9 Employees,001C000001YH4UhIAL
Chia Sisters,2021,Environment,1-9 Employees,0013b00001p27LtAAI
RooCreate,2021,Environment,1-9 Employees,0013b00001o47GhAAI
Adara Partners (Australia) Pty Limited,2021,Community,1-9 Employees,001C000001VNRpwIAH
Pathfinder,2021,Customers,1-9 Employees,0013b00001nDtF0AAK
D3 Digital Limited,2021,Workers,1-9 Employees,001C000001mVW7FIAW
Yellow Leaf Hammocks,2021,Community,1-9 Employees,001C0000013EizvIAC
Bazzani Building Company,2021,Community; Environment,1-9 Employees,001C000001E85ckIAB
Partnership Capital Growth,2021,Workers,1-9 Employees,0018000000OO2kUAAT
C and L LLC dba Conscious Coffees,2021,Community,1-9 Employees,001C000001HWeVdIAL
CoLab Cooperative,2021,Workers,1-9 Employees,001C000001GqHPbIAN
TMI Consulting,2021,Governance,1-9 Employees,001C0000011XrODIA0
"Capital Plus Financial, LLC",2021,Customers,1-9 Employees,001C000001YHO3iIAH
Kotn,2021,Community,1-9 Employees,001C000001XvdgUIAR
Goldfarb Financial,2021,Customers,1-9 Employees,001C000001MYEM9IAP
Soapbox,2021,Community,1-9 Employees,001C000001GeDJ0IAN
Feronia Forests LLC,2021,Environment,1-9 Employees,001C000000yiqZEIAY
Ethique,2021,Community,1-9 Employees,001C000001KNDx1IAH
Eat Me Chutneys,2021,Community,1-9 Employees,001C0000018xfGOIAY
Rankin Business Lawyers,2021,Workers,1-9 Employees,001C000001SHa9kIAD
Hitnet,2021,Customers,1-9 Employees,001C0000014NlUIIA0
Emaho Trees,2021,Environment,1-9 Employees,001C000001eWWt0IAG
Hepburn Energy,2021,Community; Environment,1-9 Employees,001C000001Q39QaIAJ
Blacksmith Limited,2021,Workers,1-9 Employees,001C000001NvYgnIAF
The Benefit Consultants,2021,Community,1-9 Employees,001C000001XvfQPIAZ
BEAR,2021,Community,1-9 Employees,001C000001YmsuJIAR
Banqer,2021,Customers,1-9 Employees,001C000001deIdtIAE
Good Environmental Choice Australia (GECA),2021,Governance,1-9 Employees,001C000001P5l3mIAB
Miei Group Pty Ltd,2021,Community,1-9 Employees,001C000001XQbIqIAL
Lonsdale Solutions,2021,Workers,1-9 Employees,0013b00001qFj9gAAC
Kuza Biashara Limited,2021,Customers,1-9 Employees,001C000001gd6WPIAY
WHEB Asset Management LLP,2021,Customers,1-9 Employees,001C000001R2JJ7IAN
OrgBetter Consulting Corporation,2021,Community,1-9 Employees,001C000001Q63yFIAR
The Hub Kings Cross Ltd,2021,Governance,1-9 Employees,001C000001agomiIAA
Tricordant,2021,Workers,1-9 Employees,001C000001IDQCCIA5
Tribe Impact Capital LLP,2021,Customers,1-9 Employees,001C000001WF9iEIAT
The Forward Institute,2021,Workers,1-9 Employees,001C000001TYZluIAH
The Beeswax Wrap Company Ltd,2021,Environment,1-9 Employees,001C000001iDXNhIAO
Brewgooder,2021,Community,1-9 Employees,001C000001iueUAIAY
Made for Life Organics Ltd,2021,Community,1-9 Employees,001C000001a2TaxIAE
Don't Cry Wolf,2021,Workers; Governance,1-9 Employees,001C000001h3NzmIAE
Timetastic,2021,Workers,1-9 Employees,001C000001nFVYJIA4
Mission Performance Limited,2021,Workers,1-9 Employees,001C000001njik2IAA
Builders Union,2021,Workers,1-9 Employees,001C000001fhdObIAI
Maanch,2021,Governance,1-9 Employees,001C000001ithV0IAI
Reconome Technologies Ltd.,2021,Environment,1-9 Employees,001C000001nj5HoIAI
Snowball,2021,Governance,1-9 Employees,0013b00001p1Gb2AAE
Beyond Governance Limited,2021,Governance,1-9 Employees,0013b00001qoykhAAA
Pluto,2021,Workers; Governance,1-9 Employees,0013b00001qojWYAAY
Mama Bamboo Ltd,2021,Environment,1-9 Employees,0013b00001oobhKAAQ
One Tribe,2021,Governance,1-9 Employees,0013b00001nExIHAA0
BecomingX,2021,Community,1-9 Employees,0013b00001qEHwaAAG
Connected Asset Management,2021,Workers,1-9 Employees,0013b00001qEb5GAAS
ARK coworking,2021,Community,1-9 Employees,001C000001mVorGIAS
Do Nation,2021,Governance,1-9 Employees,001C000001Q3segIAB
Fifty Eight,2021,Customers; Workers; Governance,1-9 Employees,001C000001GsWoHIAV
Matchable Ltd,2021,Governance,1-9 Employees,0013b00001rFHBEAA4
Worthstone Limited,2021,Governance,1-9 Employees,001C000001nFwPsIAK
Kin&Co,2021,Governance,1-9 Employees,001C000001Z8WXdIAN
Fusion Associates,2021,Workers,1-9 Employees,0013b00001qFoUdAAK
Anglia Print,2021,Environment,1-9 Employees,0013b00001qEcl7AAC
"Blue Dot Advocates, PBC",2021,Governance,1-9 Employees,001C0000016bksXIAQ
"MRW Connected, Inc.",2021,Workers,1-9 Employees,001C0000017yFZCIA2
Kinvolved,2021,Governance,1-9 Employees,001C000000zl3izIAA
GreenStep Solutions Inc.,2021,Environment,1-9 Employees,001C000000ziy22IAA
Align Impact,2021,Workers,1-9 Employees,001C000001ZytuYIAR
Renewal Funds,2021,Workers,1-9 Employees,001C000000r5d2iIAA
CO Capital,2021,Customers,1-9 Employees,0013b00001nELYzAAO
GREEN SPOT SPA,2021,Environment,1-9 Employees,001C000001gzCcIIAU
Organic Life (Tomaquet S.A),2021,Environment,1-9 Employees,001C000001chQRmIAM
Dar Sentido,2021,Community,1-9 Employees,0013b00001p0bfCAAQ
MOV Investimentos Ltda.,2021,Customers,1-9 Employees,001C000001WDUWEIA5
SOMOS VIA,2021,Customers,1-9 Employees,001C000001cCOZRIA4
Bodhi Surf + Yoga,2021,Community,1-9 Employees,001C000001XeFccIAF
Soleventus,2021,Environment,1-9 Employees,001C00000181YnMIAU
Kolibri,2021,Workers,1-9 Employees,0013b00001p2kttAAA
Nature Services Peru,2021,Governance,1-9 Employees,001C000001GDXFRIA5
Blockforce,2021,Workers,1-9 Employees,0013b00001p1AyVAAU
Suindara Radar e Rede,2021,Customers,1-9 Employees,001C000001YDlPMIA1
STC Sunbelt SpA,2021,Environment,1-9 Employees,001C000001ICLcQIAX
Retalhar,2021,Environment,1-9 Employees,001C000001GpdZaIAJ
Raízes Desenvolvimento Sustentável,2021,Customers,1-9 Employees,001C0000018QlrgIAC
Dibago,2021,Customers,1-9 Employees,001C000001NtLe6IAF
Wanderbus Ecuador,2021,Governance,1-9 Employees,001C000001lO53xIAC
SVX México,2021,Workers,1-9 Employees,001C000001YmopLIAR
Soluciones Ecológicas,2021,Environment,1-9 Employees,001C000001iuXc3IAE
Millete,2021,Customers,1-9 Employees,0013b00001s7kHoAAI
Incluyeme.com,2021,Customers,1-9 Employees,001C000001D3UuAIAV
Make The Change Pte Ltd,2021,Customers,1-9 Employees,0013b00001oo8hRAAQ
Right People Renewable Energy,2021,Environment; Workers,1-9 Employees,001C000001Jd4eIIAR
Núcleo Ambiental S.A.S.,2021,Workers,1-9 Employees,001C000001FhOfcIAF
Luz Libre S.R.L.,2021,Customers,1-9 Employees,001C000001Wlh49IAB
Finmas,2021,Workers; Governance,1-9 Employees,0013b00001p0wOMAAY
Moda Sostenible RD,2021,Environment,1-9 Employees,0013b00001qofacAAA
Lulea Mindful Athletes S.A.,2021,Community,1-9 Employees,001C000001KofPLIAZ
Fondify,2021,Customers,1-9 Employees,001C000001eZDybIAG
TAKT A/S,2021,Environment,1-9 Employees,0013b00001qF4gKAAS
Peoplerise,2021,Workers; Governance,1-9 Employees,0013b00001p2oI6AAI
MUD Jeans International,2021,Environment,1-9 Employees,001C000001DyiNIIAZ
Be Your Essence S.r.l. - SB,2021,Governance,1-9 Employees,0013b00001qHw61AAC
Goldmann & Partners Srl SB,2021,Environment; Governance,1-9 Employees,001C000001Xf9K9IAJ
Ramborn Cider Co.,2021,Environment,1-9 Employees,0013b00001p1zFwAAI
GreenBig,2021,Environment,1-9 Employees,0013b00001rGs9zAAC
CONQUERYOURDAY SAS,2021,Workers,1-9 Employees,0013b00001rGD9SAAW
RAZ Finance,2021,Workers,1-9 Employees,001C000001lN08yIAC
BCOME,2021,Governance,1-9 Employees,0013b00001qoXOpAAM
CleanGreens Solutions SA,2021,Environment,1-9 Employees,0013b00001nF6LrAAK
Eutopia,2021,Customers,1-9 Employees,0013b00001p2gYJAAY
Pymwymic,2021,Customers; Governance,1-9 Employees,001C0000014yrotIAA
"Jasberry Co., Ltd.",2021,Community,1-9 Employees,001C000001gdDZPIA2
the bread and butter,2021,Workers,1-9 Employees,001C000001giWeqIAE
Hopemakers,2021,Customers,1-9 Employees,001C0000014z0VsIAI
ABURY Collection,2021,Community,1-9 Employees,001C000001WCjbtIAD
LaiaÃ¢â‚¬â„¢s Proteinhanf GmbH,2021,Environment,1-9 Employees,001C000001YGGBAIA5
Opaline SA,2021,Community,1-9 Employees,001C000001JdBxHIAV
BL évolution,2021,Governance,1-9 Employees,001C000001YHERgIAP
Ekodev,2021,Workers,1-9 Employees,001C000001Q35gfIAB
Worldcoo,2021,Customers,1-9 Employees,001C000001LPLSdIAP
InVento Innovation Lab impresa sociale srl,2021,Governance,1-9 Employees,001C000001a1XxrIAE
Swink Webservices,2021,Community,1-9 Employees,001C000001LrCP7IAN
Foncière Chênelet,2021,Environment,1-9 Employees,001C000001afHXDIA2
SQUIZ,2021,Community,1-9 Employees,001C000001P5yVtIAJ
"PENSIUM, SL",2021,Customers,1-9 Employees,001C000001df6fyIAA
Cooperative Mu,2021,Workers,1-9 Employees,001C000001Uwx4hIAB
AlmaNatura Social SL,2021,Customers,1-9 Employees,001C0000018QJQsIAO
greenApes Srl Società Benefit,2021,Governance,1-9 Employees,001C000001P6huiIAB
ARU,2021,Workers,1-9 Employees,001C000001c9gv9IAA
Investir&+,2021,Governance,1-9 Employees,001C000001R1u7jIAB
Insieme Società Cooperativa Benefit,2021,Governance,1-9 Employees,001C000001TYN9lIAH
ENGIE Rassembleurs d'Energies,2021,Customers,1-9 Employees,001C000001iyYEYIA2
Roots for Sustainability (R4S),2021,Customers,1-9 Employees,001C000001Gfj5rIAB
goood mobile Holding GmbH,2021,Community,1-9 Employees,001C000001itPRlIAM
Goodpoint srl SB,2021,Customers; Governance,1-9 Employees,001C000001UifJaIAJ
Onde Alte Srl-SB,2021,Governance,1-9 Employees,0013b00001nEpFaAAK
HELIOZ,2021,Customers,1-9 Employees,001C000001SHSAeIAP
StreetwiZe,2021,Community; Governance,1-9 Employees,001C000001UjIvfIAF
LUM Transition by LouerUnManager,2021,Governance,1-9 Employees,0013b00001p3QISAA2
Watalux,2021,Customers,1-9 Employees,001C000001ghyZVIAY
Lygo,2021,Community,1-9 Employees,001C000001SzShPIAV
C.V.L.T coop.agr Zanolari,2021,Environment,1-9 Employees,001C000001SJXEoIAP
Dancause,2021,Workers,1-9 Employees,0013b00001nEz0SAAS
Imagine Deliver,2021,Community,1-9 Employees,001C000001iwuZCIAY
Hypenotic,2021,Workers,1-9 Employees,001C000000q8A4dIAE
OneSeed Expeditions,2021,Workers,1-9 Employees,001C000001mMS7kIAG
Preciate,2021,Workers,1-9 Employees,0013b00001p0yQeAAI
NAVA Real Estate Development,2021,Environment,1-9 Employees,001C0000018OBrwIAG
Earth Equity Advisors,2021,Customers,1-9 Employees,001C000001GE0BxIAL
"Mightybytes, Inc.",2021,Governance,1-9 Employees,001C000000rp2mlIAA
evolveEA,2021,Environment,1-9 Employees,001C000000zhmygIAA
High Park Brewery,2021,Community,1-9 Employees,001C000001N5PbRIAV
"The Soulfull Project, PBC",2021,Community,1-9 Employees,001C000001Q3XTdIAN
"Nia Impact Advisors, LLC",2021,Community; Customers,1-9 Employees,001C000001Xdz07IAB
Global Gaming Initiative,2021,Community,1-9 Employees,001C000001Cg8cVIAR
"Rivanna Natural Designs, Inc.",2021,Community,1-9 Employees,001C000000rqCZiIAM
Singlebrook Technology,2021,Workers; Governance,1-9 Employees,001C00000140sKlIAI
Clean Yield Asset Management,2021,Customers; Workers; Governance,1-9 Employees,0018000000PSEogAAH
Pringle Creek Community- Sustainable Investments,2021,Environment,1-9 Employees,001C000001R0XCwIAN
The Earth Group,2021,Community,1-9 Employees,001C000001eEiLkIAK
"The Zen Life Center, Inc.",2021,Governance,1-9 Employees,001C000001UyC89IAF
Willow - Investments for Loving Change,2021,Customers,1-9 Employees,0013b00001p1wx3AAA
SANDSTONE Asset Management Inc,2021,Workers,1-9 Employees,001C000001UBC64IAH
Mesh Exchange (dba FoodMesh),2021,Governance,1-9 Employees,001C000001iufdQIAQ
TerraCarbon,2021,Environment,1-9 Employees,001C000000zk0EKIAY
"AES Solar ( Advanced Energy Solutions Group, Inc )",2021,Environment,1-9 Employees,0013b00001p3eZzAAI
Dojo4,2021,Workers,1-9 Employees,001C000000yiJSWIA2
Neighborhood Sun,2021,Environment,1-9 Employees,001C000001GdyRuIAJ
"OneSeventeen Media, PBC",2021,Customers; Governance,1-9 Employees,001C000000roBmCIAU
Clean Cut Energy Corp,2021,Environment,1-9 Employees,001C000001YtUjzIAF
Solar Works,2021,Environment,1-9 Employees,0018000000dRyWxAAK
Realize Strategies,2021,Workers; Governance,1-9 Employees,001C000001E9u21IAB
Bluestone Life,2021,Workers; Governance,1-9 Employees,001C000001R2jSLIAZ
Liquuid Home Ownership,2021,Workers,1-9 Employees,0013b00001p2cZlAAI
Common Interests,2021,Customers,1-9 Employees,001C000001I2hpHIAR
Envest Microfinance,2021,Governance,1-9 Employees,001C000001eYYMBIA4
3x5 Partners,2021,Workers,1-9 Employees,001C000001Z6oQYIAZ
"Haven Ventures, Inc.",2021,Workers,1-9 Employees,001C000001eZFXvIAO
Camp Presents,2021,Workers; Governance,1-9 Employees,0013b00001rGPvUAAW
MB Pension and Benefits Group Inc.,2021,Governance,1-9 Employees,0013b00001qEYesAAG
Frank,2021,Workers,1-9 Employees,0013b00001s7ON8AAM
Beeye,2021,Governance,1-9 Employees,0013b00001s7bglAAA
Flexability,2021,Governance,1-9 Employees,0013b00001onjKtAAI
Decade Impact Strategy & Activation Inc.,2021,Community,1-9 Employees,0013b00001qFXBkAAO
Turnstile Tours,2021,Community,1-9 Employees,001C000001Afq8TIAR
Manoverboard Inc.,2021,Workers,1-9 Employees,001C000000xACgPIAW
Paka,2021,Community,1-9 Employees,0013b00001rILQoAAO
EnrichHER,2021,Governance,1-9 Employees,001C000001lPgi8IAC
Montcalm TCR,2021,Customers,1-9 Employees,001C000001P7syDIAR
Green Living Enterprises,2021,Workers,1-9 Employees,001C000000x8aJtIAI
We First,2021,Governance,1-9 Employees,001C000001C2AJ2IAN
"Urban Green Development, LLC",2021,Community; Environment,1-9 Employees,001C000000zjM9NIAU
Cornerstone Financial Planning,2021,Workers,1-9 Employees,001C000001gaYUqIAM
Playing For Change,2021,Community,1-9 Employees,001C000001SI2WzIAL
Geek Girl Tech,2021,Governance,1-9 Employees,001C000001gcYG5IAM
LineSync Architecture,2021,Community,1-9 Employees,001C000000ykpMWIAY
Cage Free Productions,2021,Governance,1-9 Employees,001C000000wDOPuIAO
Fingerlakes Wealth Management,2021,Workers,1-9 Employees,001C0000014wAdYIAU
"Bainbridge Vineyards, LLC",2021,Environment,1-9 Employees,001C000001UBa8bIAD
CoMetrics,2021,Governance,1-9 Employees,001C0000012Go3hIAC
