company,year,award_category,size_category,company_id
Fit 4 Dance,2019,Changemaker,0 Employees,001C000001Qz7PzIAJ
African Bronze Honey Company Limited,2019,Changemaker,0 Employees,001C000001D2mZRIAZ
Cultivating Capital,2019,Changemaker,0 Employees,001C000000u4UL5IAM
WonderWorks Consulting,2019,Changemaker,0 Employees,001C0000015PCJPIA4
"Seed Systems, Inc",2019,Changemaker,0 Employees,001C000001Ip80FIAR
Teadora,2019,Overall; Community,0 Employees,001C000001C2xYUIAZ
Halcyon Consulting Group,2019,Customers,0 Employees,001C000001ahfCFIAY
Shifting Patterns Consulting,2019,Customers,0 Employees,001C000000roqpAIAQ
Food Insight Group,2019,Overall; Customers,0 Employees,001C000001eElN0IAK
Yunus Negócios Sociais Brasil,2019,Customers,0 Employees,001C000001XuTARIA3
The Key - Prosperar na Nova Economia,2019,Customers,0 Employees,001C000001YGlewIAD
Spiral Criativa,2019,Overall; Customers,0 Employees,001C000001afctkIAA
Spotlight Solar,2019,Environment,0 Employees,001C000000mwcwwIAA
Yapacopia Inc.,2018,Community,0 Employees,001C000001KooyJIAR
Yunus Negócios Sociais Brasil,2018,Customers,0 Employees,001C000001XuTARIA3
Connective Impact,2018,Customers,0 Employees,001C0000019rq76IAA
Cuento de Luz,2018,Overall; Community,0 Employees,001C000001Q42jHIAR
E3P,2018,Governance,0 Employees,001C000001QzVB5IAN
1001PACT,2018,Customers,0 Employees,001C000001P6i3KIAR
Alaska Glacial Mud Co.,2018,Overall; Community,0 Employees,001C0000019vBOhIAM
Conscious Company Media,2018,Overall; Community,0 Employees,001C000001E9E2VIAV
CSRHub LLC,2018,Governance,0 Employees,001C000000r5aKlIAI
De la Olla,2018,Environment,0 Employees,001C000001P788JIAR
Elidria Srl SB,2018,Governance,0 Employees,001C000001WnH2dIAF
Fair Food Forager,2018,Environment,0 Employees,001C000001YFcGzIAL
Greenbanc,2018,Environment,0 Employees,001C000001UAtPNIA1
Megan A. James Photography,2018,Community,0 Employees,001C000001Syic3IAB
Miei Group Pty Ltd,2018,Overall; Community,0 Employees,001C000001XQbIqIAL
NEEV,2018,Overall; Community; Governance; Changemakers,0 Employees,001C0000018vdwBIAQ
OORR,2018,Environment,0 Employees,001C000001P68bVIAR
"Rain Water Solutions, Inc",2018,Environment,0 Employees,0018000000WEgqqAAD
RET,2018,Environment,0 Employees,001C000001FIatuIAD
Shifting Patterns Consulting,2018,Customers,0 Employees,001C000000roqpAIAQ
Simply Straws,2018,Environment,0 Employees,001C0000016YjsuIAC
"Atayne, LLC",2018,Overall; Environment,0 Employees,001C000000rqFN8IAM
"Conservation Investment Management, LLC",2018,Customers,0 Employees,001C000001XdXR5IAN
Last Triumph,2018,Overall; Community,0 Employees,001C000001D5vtbIAB
Sustainability Advantage,2018,Overall; Community,0 Employees,001C0000010hH2DIAU
Tuckerman & Co.,2018,Governance,0 Employees,001C000001HHAUaIAP
SVT Group,2018,Customers; Governance; Changemakers,0 Employees,001C000000r5kfJIAQ
The Alinker Inventions Ltd,2018,Governance,0 Employees,001C000001P6xc3IAB
"Y8 STUDIO, Inc.",2018,Environment,0 Employees,001C000001ag2TQIAY
Analytica Advisors Inc.,2018,Environment,0 Employees,001C0000014QUYBIA4
"Green Retirement, Inc.",2018,Overall; Customers; Governance,0 Employees,001C000000u2ebfIAA
The Sox Box,2018,Community,0 Employees,001C000001CGFjrIAH
East Amber,2018,Community,0 Employees,001C000001Va7JfIAJ
Green Moves Australia,2018,Environment,0 Employees,001C000001NuiFBIAZ
Fig Loans,2018,Customers,0 Employees,001C000001XeM1YIAV
Spiral Criativa,2018,Overall; Customers,0 Employees,001C000001afctkIAA
The Restorative Leadership Institute,2018,Overall,0 Employees,001C000000uPofnIAC
Macroclimate®,2018,Overall; Customers,0 Employees,001C000001WDb7yIAD
Stay True Clothing,2018,Community; Environment; Changemakers,0 Employees,001C000001JOFyVIAX
Rescue Chocolate,2018,Community,0 Employees,001C0000019uJSQIA2
Social Impact Advisors,2018,Customers,0 Employees,001C000001ahAvJIAU
"Vita Global, Inc",2018,Governance,0 Employees,001C000001M9LnPIAV
Soleventus,2018,Environment,0 Employees,001C00000181YnMIAU
REthink Development,2018,Environment; Governance,0 Employees,001C000000r6BcfIAE
PATAGUA,2018,Environment,0 Employees,001C000001afqIFIAY
One Earth Designs,2018,Overall; Customers; Environment,0 Employees,001C0000012Gug4IAC
FC BOLA,2018,Community,0 Employees,001C000001JcQgaIAF
"SpringFour, Inc.",2018,Customers,0 Employees,001C000001TaJM5IAN
fitppl,2018,Environment,0 Employees,001C000001Z6UTJIA3
"Packaging 2.0, Inc",2018,Governance,0 Employees,001C0000017yNjDIAU
iWOPI,2018,Customers,0 Employees,001C000001Q34saIAB
Talgra,2018,Environment,0 Employees,001C0000014PnpyIAC
"Terra Genesis International, LLC",2018,Environment,0 Employees,001C000001YEfOXIA1
UpSpring,2018,Overall; Customers,0 Employees,0018000000PSEpmAAH
atlasGO,2018,Governance,0 Employees,001C000001YHr0bIAD
TripZero,2018,Environment,0 Employees,001C000001FK75cIAD
i=Change,2018,Customers,0 Employees,001C000001D6Yc3IAF
Pause i/O,2018,Overall,0 Employees,001C000001QzhMoIAJ
Andy Smith Photography,2018,Overall; Community,0 Employees,0018000000OO2j8AAD
Steelter,2018,Governance,0 Employees,001C000001SIt7bIAD
Neighborhood Sun,2018,Governance,0 Employees,001C000001GdyRuIAJ
Vista Caballo,2018,Overall,0 Employees,001C000000yhGfyIAE
Rockridge Venture Law®,2018,Community,0 Employees,001C000001XtGtgIAF
Odyssey Labs LTD,2018,Customers,0 Employees,001C000001P7NcFIAV
MADE OF,2018,Governance,0 Employees,001C000001XRLrpIAH
The Arnold Development Group,2018,Overall; Environment,0 Employees,001C000000r42mvIAA
Hös?g,2018,Community,0 Employees,001C000001TYJHWIA5
"Vianova, Inc.",2018,Governance,0 Employees,001C000000yiR2uIAE
The TAN2000 International Regulatory Corporation,2018,Governance,0 Employees,001C000001I1OYUIA3
Ecotone Software Consulting Inc.,2018,Governance,0 Employees,001C000001Ul3IgIAJ
Colectando Sol,2018,Environment,0 Employees,001C000001K4auyIAB
Boardwalk Capital Management,2018,Customers,0 Employees,001C000000zlFHRIA2
Teadora,2018,Overall; Community,0 Employees,001C000001C2xYUIAZ
TheGreenOffice.com,2018,Environment; Governance,0 Employees,0018000000OO2l0AAD
HireUp,2018,Customers,0 Employees,001C000001a2LI2IAM
Vital Consult,2018,Customers,0 Employees,001C000001E8NaJIAV
Marmalade Fish,2018,Community,0 Employees,001C000001WkxvHIAR
Core Capital Management,2018,Overall; Customers,0 Employees,001C000000r6CgXIAU
Croqqer,2018,Governance,0 Employees,001C000001JKxgeIAD
Purposeful,2018,Overall; Community,0 Employees,001C000001TYE9CIAX
The Key - Prosperar na Nova Economia,2018,Customers,0 Employees,001C000001YGlewIAD
"FREY Brothers, INC",2018,Governance,0 Employees,001C000001SI2yCIAT
Animal Experience International,2018,Overall; Community; Environment; Governance; Changemakers,0 Employees,001C0000013EpnyIAC
"SNP Strategies, Inc.",2018,Customers,0 Employees,001C0000012eJGmIAM
FarmRaiser LLC,2018,Overall; Customers,0 Employees,001C000001UkddgIAB
Gexsi (Good Search UG),2018,Community; Changemakers,0 Employees,001C000001C4aHxIAJ
nu-tility,2018,Environment,0 Employees,001C000001SJGpjIAH
Ondule,2018,Environment,0 Employees,001C0000013EDZiIAO
"7group, LLC",2018,Environment,0 Employees,001C000000v8YUuIAM
850zip,2018,Overall; Community,0 Employees,001C000001Xtm92IAB
Super Humane,2018,Customers; Changemakers,0 Employees,001C000001CfRLuIAN
Someone Somewhere,2018,Community,0 Employees,001C000001LkZXSIA3
BO Berlin Organics GmbH,2018,Environment,0 Employees,001C000001Wk8TsIAJ
The Builders Fund,2018,Overall; Customers; Changemakers,0 Employees,001C000001HXg7YIAT
Greener Inspections,2018,Governance,0 Employees,001C000001Q5bSmIAJ
Cubreme,2018,Environment,0 Employees,001C0000010iIkYIAU
EnTerrenoSocial,2018,Customers,0 Employees,001C000001XSPE9IAP
Ossa Organic,2018,Environment,0 Employees,001C000001XwP6rIAF
WAMI Srl SB,2018,Governance,0 Employees,001C000001a1FcgIAE
Hamilton Perkins Collection,2018,Community,0 Employees,001C000001UBOtoIAH
Criando Consultoria,2018,Customers,0 Employees,001C0000019Jp7sIAC
Cage Free Productions,2018,Overall; Customers,0 Employees,001C000000wDOPuIAO
"Evox OmniMedia, PBC",2018,Governance,0 Employees,001C0000019tOwNIAU
Business Growth Strategies,2018,Overall; Community,0 Employees,001C000001F85kUIAR
Generous Minds,2018,Overall; Governance; Changemakers,0 Employees,001C000001LrSTPIA3
Habitus Incorporated,2018,Governance,0 Employees,001C000001Ah163IAB
Pour le Monde Parfums,2018,Community,0 Employees,001C000001TZpglIAD
Synthesis Life Insurance,2018,Governance,0 Employees,001C000001Xtty3IAB
SICLO RURAL,2018,Environment,0 Employees,001C000001bVbLMIA0
Spotlight Solar,2018,Environment,0 Employees,001C000000mwcwwIAA
Wanderwell,2018,Community; Governance,0 Employees,001C000001R2LIIIA3
"Be Girl, Inc.",2018,Overall; Customers,0 Employees,001C000001KkxKyIAJ
"Compensation Venture Group, SPC",2018,Governance,0 Employees,001C0000011YffPIAS
Halcyon Consulting Group,2018,Customers,0 Employees,001C000001ahfCFIAY
Hatched,2018,Overall; Customers,0 Employees,001C000001Ysog9IAB
Meliora Cleaning Products,2018,Community,0 Employees,001C000001GFRUJIA5
Mother E,2018,Community,0 Employees,001C000001TYNIyIAP
Mud Environmental,2018,Environment,0 Employees,001C000001LNNkSIAX
Nourish Cold Pressed Juice,2018,Community,0 Employees,001C000001a20hmIAA
Urbane & Gallant,2018,Governance,0 Employees,001C0000016alMpIAI
Senda Athletics,2018,Governance; Changemakers,0 Employees,001C0000011b9diIAA
Sulilab SpA,2018,Governance,0 Employees,001C000001NNBkuIAH
Limited Resource Teacher Training,2018,Customers,0 Employees,001C000001R0H0IIAV
Dhana Inc.,2018,Overall; Community,0 Employees,001C0000016rSDeIAM
Sora Finance,2018,Overall; Customers,0 Employees,001C000001UkBirIAF
Nodo Chile,2018,Customers,0 Employees,001C000001afqFpIAI
Ogunte,2018,Governance,0 Employees,001C000000wCPDmIAO
Eleek Incorporated,2018,Environment,0 Employees,0018000000PSEq7AAH
Farm Dog Naturals,2018,Community,0 Employees,001C000001KNvuDIAT
Higher Legal,2018,Governance,0 Employees,001C00000141wnoIAA
GIVN Goods,2018,Community,0 Employees,001C000001GCMMjIAP
Blue Ocean Office Supplies & Solutions,2018,Community,0 Employees,001C000001Q64GxIAJ
Public.,2018,Overall; Customers,0 Employees,001C000001UieddIAB
SoFine Food dba Dress It Up Dressing,2018,Governance,0 Employees,001C000001E8dT4IAJ
Vista Global Coaching & Consulting LLC,2018,Overall; Customers,0 Employees,001C000000v9gzMIAQ
Disruptive Media,2018,Community,0 Employees,001C000001Q2y3BIAR
Flynner Homes,2018,Environment,0 Employees,001C000001TZswMIAT
ImpactReady,2018,Customers,0 Employees,001C000001SHsJoIAL
Abhati GmbH,2018,Community,0 Employees,001C0000015qrdNIAQ
"Jason Wiener, P.C.",2018,Governance,0 Employees,001C000001BGVocIAH
"Radix Consulting Group, LLC",2018,Overall,0 Employees,001C000001R25QOIAZ
Lulea Mindful Athletes S.A.,2018,Overall; Community,0 Employees,001C000001KofPLIAZ
ONE CREATION Cooperative,2018,Governance,0 Employees,001C000001WkRUuIAN
PIE Strategy Limited,2018,Overall; Community,0 Employees,001C000001cgqjdIAA
Thinkshift Communications,2018,Governance,0 Employees,001C000000rqWK3IAM
Drive Change Foods LLC,2018,Governance,0 Employees,001C000001ahoQTIAY
One Nature LLC,2018,Environment,0 Employees,001C000001F5QpNIAV
Palto,2018,Environment,0 Employees,001C000001Ujw75IAB
Stone Soup Consulting,2018,Customers,0 Employees,001C000001WEfhiIAD
Sweet Livity LLC,2018,Overall,0 Employees,001C0000012cTUjIAM
Natural Investments LLC,2018,Overall; Customers,0 Employees,001C000000r5ohjIAA
Upcyclity Inc.,2018,Environment; Governance,0 Employees,001C000000zjVaMIAU
Richmond Grid,2018,Overall,0 Employees,001C000000zjJfsIAE
Starters4Communities,2018,Customers,0 Employees,001C000001UCRxUIAX
.org/advisors,2018,Overall; Community,0 Employees,001C000001c9Pi0IAE
UpDIG,2018,Environment,0 Employees,001C000001a1FazIAE
WeBuild,2018,Community,0 Employees,001C000001Q4m0aIAB
Last Triumph,2017,Overall; Community,0 Employees,001C000001D5vtbIAB
SVT Group,2017,Customers; Governance,0 Employees,001C000000r5kfJIAQ
Purposeful,2017,Overall; Community,0 Employees,001C000001TYE9CIAX
"Vita Global, Inc",2017,Governance,0 Employees,001C000001M9LnPIAV
Just Right Recycling,2017,Environment,0 Employees,001C0000015qvqdIAA
Solidarity Capital Group,2017,Community,0 Employees,001C0000011b4XYIAY
Odyssey Labs LTD,2017,Customers; Governance,0 Employees,001C000001P7NcFIAV
The Arnold Development Group,2017,Overall; Environment,0 Employees,001C000000r42mvIAA
Yapacopia Inc.,2017,Community,0 Employees,001C000001KooyJIAR
EcoInnovate,2017,Environment,0 Employees,001C000001Q2oCCIAZ
NEEV,2017,Overall; Community; Governance; Changemakers,0 Employees,001C0000018vdwBIAQ
"Rain Water Solutions, Inc",2017,Environment,0 Employees,0018000000WEgqqAAD
Officina della Terra,2017,Environment,0 Employees,001C000001R1GPbIAN
SER,2017,Customers,0 Employees,001C000001HX5LjIAL
Spotlight Solar,2017,Environment,0 Employees,001C000000mwcwwIAA
Sulilab SpA,2017,Governance,0 Employees,001C000001NNBkuIAH
Greener Inspections,2017,Governance,0 Employees,001C000001Q5bSmIAJ
WebChair,2017,Community,0 Employees,001C000001MYWbQIAX
Upcyclity Inc.,2017,Governance,0 Employees,001C000000zjVaMIAU
Energy for the People,2017,Environment,0 Employees,001C000001GEaoTIAT
EnTerrenoSocial,2017,Customers,0 Employees,001C000001XSPE9IAP
Eleek Incorporated,2017,Environment,0 Employees,0018000000PSEq7AAH
Rescue Chocolate,2017,Community,0 Employees,001C0000019uJSQIA2
iWOPI,2017,Customers,0 Employees,001C000001Q34saIAB
Stay True Clothing,2017,Community,0 Employees,001C000001JOFyVIAX
Core Capital Management,2017,Overall; Customers; Changemakers,0 Employees,001C000000r6CgXIAU
"7group, LLC",2017,Environment,0 Employees,001C000000v8YUuIAM
Eve-Volution Inc,2017,Community; Governance,0 Employees,001C000001GET4eIAH
Cage Free Productions,2017,Overall; Customers; Changemakers,0 Employees,001C000000wDOPuIAO
100 Percent Wine,2017,Community,0 Employees,001C000001NtD3bIAF
TheGreenOffice.com,2017,Environment; Governance,0 Employees,0018000000OO2l0AAD
De la Olla,2017,Environment,0 Employees,001C000001P788JIAR
Esse Limitada,2017,Environment,0 Employees,001C000001JN2FiIAL
Steelter,2017,Governance,0 Employees,001C000001SIt7bIAD
"New Day Films, Inc.",2017,Governance,0 Employees,001C0000013yRSIIA2
"Vianova, Inc.",2017,Governance,0 Employees,001C000000yiR2uIAE
Pour le Monde Parfums,2017,Community,0 Employees,001C000001TZpglIAD
Real Leaders,2017,Governance,0 Employees,001C000000x9z70IAA
Hitnet,2017,Customers,0 Employees,001C0000014NlUIIA0
Natural Investments LLC,2017,Overall; Customers,0 Employees,001C000000r5ohjIAA
PIPs Rewards LLC,2017,Governance,0 Employees,001C0000015Rk1lIAC
Cuento de Luz,2017,Overall; Environment,0 Employees,001C000001Q42jHIAR
Public.,2017,Overall; Customers,0 Employees,001C000001UieddIAB
"Compensation Venture Group, SPC",2017,Governance,0 Employees,001C0000011YffPIAS
Conscious Company Media,2017,Overall; Community,0 Employees,001C000001E9E2VIAV
Teadora,2017,Overall; Community,0 Employees,001C000001C2xYUIAZ
Out Leadership,2017,Customers,0 Employees,001C000001C51OBIAZ
Hös?g,2017,Community,0 Employees,001C000001TYJHWIA5
Soleventus,2017,Environment,0 Employees,001C00000181YnMIAU
Green Moves Australia,2017,Environment,0 Employees,001C000001NuiFBIAZ
Megan A. James Photography,2017,Community,0 Employees,001C000001Syic3IAB
One Nature LLC,2017,Environment,0 Employees,001C000001F5QpNIAV
Richmond Grid,2017,Overall,0 Employees,001C000000zjJfsIAE
SoFine Food dba Dress It Up Dressing,2017,Governance,0 Employees,001C000001E8dT4IAJ
evelina eco events,2017,Governance,0 Employees,001C000001P5aayIAB
OORR,2017,Environment,0 Employees,001C000001P68bVIAR
"Jason Wiener, P.C.",2017,Governance,0 Employees,001C000001BGVocIAH
Shifting Patterns Consulting,2017,Customers,0 Employees,001C000000roqpAIAQ
Ecotone Software Consulting Inc.,2017,Governance,0 Employees,001C000001Ul3IgIAJ
The Sox Box,2017,Community,0 Employees,001C000001CGFjrIAH
Greenbanc,2017,Environment,0 Employees,001C000001UAtPNIA1
Disruptive Media,2017,Community,0 Employees,001C000001Q2y3BIAR
ImpactReady,2017,Customers,0 Employees,001C000001SHsJoIAL
"Kimpacto, Inc.",2017,Overall; Customers; Governance; Changemakers,0 Employees,001C0000015rSY2IAM
i=Change,2017,Customers,0 Employees,001C000001D6Yc3IAF
Urbane & Gallant,2017,Governance,0 Employees,001C0000016alMpIAI
Happy Valley Meat Company,2017,Governance,0 Employees,001C000001EAfWKIA1
Vista Caballo,2017,Overall,0 Employees,001C000000yhGfyIAE
Marmalade Fish,2017,Community,0 Employees,001C000001WkxvHIAR
Gexsi (Good Search UG),2017,Community; Changemakers,0 Employees,001C000001C4aHxIAJ
Higher Legal,2017,Governance,0 Employees,001C00000141wnoIAA
Blue Ocean Office Supplies & Solutions,2017,Community,0 Employees,001C000001Q64GxIAJ
Cubreme,2017,Environment,0 Employees,001C0000010iIkYIAU
Environmental & Public Health Consulting,2017,Environment,0 Employees,001C000000pKzrqIAC
Beekeeper's Naturals Inc.,2017,Governance,0 Employees,001C000001HzLSRIA3
WeBuild,2017,Community,0 Employees,001C000001Q4m0aIAB
Good.Must.Grow. LLC,2017,Community; Changemakers,0 Employees,001C0000010gNuzIAE
Palto,2017,Environment,0 Employees,001C000001Ujw75IAB
FC BOLA,2017,Community,0 Employees,001C000001JcQgaIAF
R&D GREEN SRL,2017,Environment,0 Employees,001C000001NNUASIA5
Simply Straws,2017,Environment,0 Employees,001C0000016YjsuIAC
Vista Global Coaching & Consulting LLC,2017,Overall; Customers,0 Employees,001C000000v9gzMIAQ
1001PACT,2017,Customers,0 Employees,001C000001P6i3KIAR
Analytica Advisors Inc.,2017,Environment; Changemakers,0 Employees,001C0000014QUYBIA4
Mud Environmental,2017,Environment,0 Employees,001C000001LNNkSIAX
Tostadores de Ometepe,2017,Community,0 Employees,001C000001GrYPXIA3
Mayra Alimentação Infantil,2017,Customers,0 Employees,001C000001K2FijIAF
Pause i/O,2017,Overall,0 Employees,001C000001QzhMoIAJ
FarmRaiser LLC,2017,Overall; Customers,0 Employees,001C000001UkddgIAB
Alaska Glacial Mud Co.,2017,Overall; Community,0 Employees,001C0000019vBOhIAM
"Atayne, LLC",2017,Overall; Environment,0 Employees,001C000000rqFN8IAM
The Builders Fund,2017,Customers; Changemakers,0 Employees,001C000001HXg7YIAT
Super Humane,2017,Overall; Customers; Changemakers,0 Employees,001C000001CfRLuIAN
REthink Development,2017,Environment; Governance,0 Employees,001C000000r6BcfIAE
Dhana Inc.,2017,Overall; Community,0 Employees,001C0000016rSDeIAM
GO Box,2017,Environment,0 Employees,001C000001JNyuoIAD
Hamilton Perkins Collection,2017,Overall; Community,0 Employees,001C000001UBOtoIAH
"Radix Consulting Group, LLC",2017,Overall,0 Employees,001C000001R25QOIAZ
"Mamava, Inc.",2017,Governance,0 Employees,001C000001Gr4ZkIAJ
Revista Innovación Social,2017,Customers,0 Employees,001C000001Gr9HqIAJ
Habitus Incorporated,2017,Governance,0 Employees,001C000001Ah163IAB
The Restorative Leadership Institute,2017,Overall; Customers,0 Employees,001C000000uPofnIAC
Farm Dog Naturals,2017,Community,0 Employees,001C000001KNvuDIAT
Alcagüete S.A.S,2017,Community,0 Employees,001C000001IDzFuIAL
"Evox OmniMedia, PBC",2017,Governance,0 Employees,001C0000019tOwNIAU
Hive Projects,2017,Environment,0 Employees,001C0000015oAZgIAM
Elidria Srl SB,2017,Governance,0 Employees,001C000001WnH2dIAF
CSRHub LLC,2017,Governance,0 Employees,001C000000r5aKlIAI
Help2Heal,2017,Community,0 Employees,001C000001UivmhIAB
"SNP Strategies, Inc.",2017,Customers,0 Employees,001C0000012eJGmIAM
Sora Finance,2017,Overall; Customers,0 Employees,001C000001UkBirIAF
Sustainability Advantage,2017,Overall; Community,0 Employees,001C0000010hH2DIAU
Generous Minds,2017,Overall; Customers; Changemakers,0 Employees,001C000001LrSTPIA3
LEAP Organics,2017,Environment,0 Employees,001C0000013I7UvIAK
One Earth Designs,2017,Overall; Environment,0 Employees,001C0000012Gug4IAC
Limited Resource Teacher Training,2017,Customers,0 Employees,001C000001R0H0IIAV
"Green Retirement, Inc.",2017,Overall; Customers; Governance,0 Employees,001C000000u2ebfIAA
Savenia LLC,2017,Environment,0 Employees,001C000000roxY4IAI
La 25 Sport,2017,Customers,0 Employees,001C000001FgMgyIAF
GIVN Goods,2017,Community,0 Employees,001C000001GCMMjIAP
UpSpring,2017,Overall; Customers,0 Employees,0018000000PSEpmAAH
Sustainable Law Group Inc.,2017,Governance,0 Employees,001C00000140ERAIA2
The TAN2000 International Regulatory Corporation,2017,Governance,0 Employees,001C000001I1OYUIA3
Strategic Sustainability Consulting,2017,Changemakers,0 Employees,001C000000nyWSOIA2
BAOBAB,2017,Changemakers,0 Employees,001C0000014wZz2IAE
African Bronze Honey Company Limited,2017,Changemakers,0 Employees,001C000001D2mZRIAZ
Meliora Cleaning Products,2017,Changemakers,0 Employees,001C000001GFRUJIA5
EcoAdvisors,2017,Changemakers,0 Employees,001C000001D3UqEIAV
EM Projectes Didactics,2017,Changemakers,0 Employees,001C000001F8DmlIAF
Orbis Environmental,2017,Changemakers,0 Employees,001C00000181rURIAY
Gulliver,2017,Changemakers,0 Employees,001C000000wFMoDIAW
"Ethical Markets Media, LLC",2017,Changemakers,0 Employees,001C000000u2ZUaIAM
One Stone,2017,Changemakers,0 Employees,001C0000015P5GiIAK
"Best Organics, Inc.",2017,Changemakers,0 Employees,001C0000013Fh1OIAS
WorthWild LLC,2017,Changemakers,0 Employees,001C000001FJZVrIAP
El Dot Designs,2017,Changemakers,0 Employees,0018000000axmQpAAI
Management Resources,2017,Changemakers,0 Employees,0018000000OO2k9AAD
Roots for Sustainability (R4S),2017,Changemakers,0 Employees,001C000001Gfj5rIAB
"Green Retirement, Inc.",2016,Overall; Customers,0 Employees,001C000000u2ebfIAA
Vista Caballo,2016,Environment,0 Employees,001C000000yhGfyIAE
"Best Organics, Inc.",2016,Community,0 Employees,001C0000013Fh1OIAS
WebChair,2016,Community,0 Employees,001C000001MYWbQIAX
Jibu,2016,Overall; Customers,0 Employees,001C000001FKBgwIAH
Core Capital Management,2016,Overall; Customers,0 Employees,001C000000r6CgXIAU
"RainGrid, Inc.",2016,Overall; Environment,0 Employees,001C000001In3hnIAB
Revista Innovación Social,2016,Customers,0 Employees,001C000001Gr9HqIAJ
The Rose Group,2016,Customers,0 Employees,001C000001D66g7IAB
Made Blue,2016,Overall; Customers,0 Employees,001C000001MLet3IAD
The Builders Fund,2016,Customers,0 Employees,001C000001HXg7YIAT
SER,2016,Customers,0 Employees,001C000001HX5LjIAL
UpSpring,2016,Overall; Customers,0 Employees,0018000000PSEpmAAH
Reciclarg S.A.,2016,Environment,0 Employees,001C0000015pOsZIAU
Impact Insurance Agency,2016,Community,0 Employees,001C000001FHQf4IAH
Yapacopia Inc.,2016,Community,0 Employees,001C000001KooyJIAR
"Kimpacto, Inc.",2016,Overall; Customers,0 Employees,001C0000015rSY2IAM
Meliora Cleaning Products,2016,Community,0 Employees,001C000001GFRUJIA5
LEAP Organics,2016,Environment,0 Employees,001C0000013I7UvIAK
Dhana Inc.,2016,Environment,0 Employees,001C0000016rSDeIAM
Green Moves Australia,2016,Environment,0 Employees,001C000001NuiFBIAZ
Wholly Hemp,2016,Overall; Community; Environment,0 Employees,001C000001KoX0DIAV
ADDvocacy ADHD & Life Skills Coaching ltd,2016,Customers,0 Employees,001C000001EsD11IAF
Cents,2016,Community,0 Employees,001C000001C1wPZIAZ
Cuento de Luz,2016,Overall; Environment,0 Employees,001C000001Q42jHIAR
3vectores,2016,Community,0 Employees,001C0000015Qn9ZIAS
100 Percent Wine,2016,Community,0 Employees,001C000001NtD3bIAF
Natural Investments LLC,2016,Overall; Customers,0 Employees,001C000000r5ohjIAA
Odyssey Labs LTD,2016,Customers,0 Employees,001C000001P7NcFIAV
Tostadores de Ometepe,2016,Community,0 Employees,001C000001GrYPXIA3
GIVN Goods,2016,Community,0 Employees,001C000001GCMMjIAP
"OneSeventeen Media, PBC",2016,Customers,0 Employees,001C000000roBmCIAU
Cage Free Productions,2016,Overall,0 Employees,001C000000wDOPuIAO
SVT Group,2016,Customers,0 Employees,001C000000r5kfJIAQ
Limited Resource Teacher Training,2016,Customers,0 Employees,001C000001R0H0IIAV
Hive Projects,2016,Environment,0 Employees,001C0000015oAZgIAM
Conscious Company Media,2016,Overall; Community,0 Employees,001C000001E9E2VIAV
csr eco solutions,2016,Community,0 Employees,001C000000yhu7kIAA
"Love & Hummus Co., LLC",2016,Environment,0 Employees,001C000000v84hDIAQ
Simply Straws,2016,Environment,0 Employees,001C0000016YjsuIAC
Hitnet,2016,Customers,0 Employees,001C0000014NlUIIA0
Algramo,2016,Overall; Community,0 Employees,001C0000016r0dhIAA
Bum Boosa Bamboo Products,2016,Environment,0 Employees,001C000000v8M3SIAU
The Bear James Company,2016,Community,0 Employees,001C000001P6mniIAB
"7group, LLC",2016,Environment,0 Employees,001C000000v8YUuIAM
The Arnold Development Group,2016,Overall; Environment,0 Employees,001C000000r42mvIAA
"Sustainable Earth Solutions, Inc.",2016,Overall,0 Employees,001C000000yjGD6IAM
Analytica Advisors Inc.,2016,Environment,0 Employees,001C0000014QUYBIA4
Eudaimonia,2016,Overall; Community; Customers,0 Employees,001C0000011Y2IwIAK
Revivn,2016,Overall; Community; Environment,0 Employees,001C000001BVFFtIAP
Esse Limitada,2016,Environment,0 Employees,001C000001JN2FiIAL
"Atayne, LLC",2016,Overall; Environment,0 Employees,001C000000rqFN8IAM
Stay True Clothing,2016,Community,0 Employees,001C000001JOFyVIAX
Savenia LLC,2016,Environment,0 Employees,001C000000roxY4IAI
R&D GREEN SRL,2016,Environment,0 Employees,001C000001NNUASIA5
Gexsi (Good Search UG),2016,Overall; Community,0 Employees,001C000001C4aHxIAJ
Good.Must.Grow. LLC,2016,Community,0 Employees,001C0000010gNuzIAE
TripZero,2016,Environment,0 Employees,001C000001FK75cIAD
Solidarity Capital Group,2016,Community,0 Employees,001C0000011b4XYIAY
Mayra Alimentação Infantil,2016,Customers,0 Employees,001C000001K2FijIAF
La 25 Sport,2016,Customers,0 Employees,001C000001FgMgyIAF
Generous Minds,2016,Overall; Customers,0 Employees,001C000001LrSTPIA3
B cubed Management Consultants Pty Ltd,2016,Community,0 Employees,001C000001EtXN0IAN
The Restorative Leadership Institute,2016,Overall; Customers,0 Employees,001C000000uPofnIAC
Alcagüete S.A.S,2016,Community,0 Employees,001C000001IDzFuIAL
Buy The Change,2016,Overall; Community,0 Employees,001C0000016XeB0IAK
FLOOW2 | World's Reset Button,2016,Overall,0 Employees,001C000001D5TMeIAN
Arcadia,2016,Environment,0 Employees,001C000001Evn9aIAB
iWOPI,2016,Customers,0 Employees,001C000001Q34saIAB
The Root Collective,2016,Community,0 Employees,001C0000018NGaqIAG
Energy for the People,2016,Environment,0 Employees,001C000001GEaoTIAT
